instance,run,seed,island,model,percentile,threshold,objective,val_samples
car_door_35,8,71,1,RSF,70,78.308455,0.2427,40
car_door_35,8,71,5,WEIBULLAFT,55,-14.041151,0.2787,37
car_door_35,8,71,2,GBSA,90,1.613053,0.0793,50
car_door_35,8,71,8,MTLR,70,0.98534,0.0883,40
car_door_35,8,71,3,DEEPSURV,50,50.0,0.2871,44
car_door_35,9,81,4,SSVM,55,-6.502263,0.3889,38
car_door_35,9,81,7,ELASTICNET,75,0.193431,0.1668,40
car_door_35,9,81,0,COX,80,1.274973,0.0864,40
car_door_35,9,81,6,KNN,60,-20.24,0.2142,40
car_door_35,9,81,2,GBSA,95,2.304829,-0.114,40
car_door_35,9,81,5,WEIBULLAFT,60,-12.619818,0.2757,39
car_door_35,9,81,1,RSF,70,91.025883,0.1589,42
car_door_35,9,81,3,DEEPSURV,65,65.0,0.3334,40
car_door_35,9,81,8,MTLR,90,0.996502,0.0712,50
car_door_45,10,91,1,RSF,55,79.22374,0.1177,40
car_door_45,10,91,7,ELASTICNET,50,0.065912,0.1106,45
car_door_45,10,91,5,WEIBULLAFT,50,-12.556948,0.2959,38
car_door_45,10,91,6,KNN,85,-14.033333,0.097,48
car_door_45,10,91,4,SSVM,60,-4.449185,0.1558,48
car_door_45,10,91,0,COX,65,1.051938,0.1163,50
car_door_45,10,91,2,GBSA,60,0.408145,0.3579,50
car_door_45,10,91,3,DEEPSURV,50,50.0,0.3719,40
car_door_45,10,91,8,MTLR,85,0.969386,0.1249,50
car_door_45,1,1,0,COX,75,1.117582,0.1012,40
car_door_45,1,1,2,GBSA,50,0.189252,0.1811,40
car_door_45,1,1,7,ELASTICNET,70,0.103883,0.1509,42
car_door_45,1,1,4,SSVM,70,-2.618546,0.3052,42
car_door_45,1,1,5,WEIBULLAFT,50,-12.665573,0.1622,41
car_door_45,1,1,1,RSF,90,104.261865,0.0701,47
car_door_45,1,1,6,KNN,50,-19.866667,0.1538,50
car_door_45,1,1,8,MTLR,85,0.994578,0.1178,50
car_door_45,1,1,3,DEEPSURV,70,70.0,0.1407,50
car_door_45,2,11,4,SSVM,55,-3.767912,0.2324,38
car_door_45,2,11,0,COX,65,1.042065,0.109,40
car_door_45,2,11,5,WEIBULLAFT,50,-13.232623,0.5749,38
car_door_45,2,11,7,ELASTICNET,50,0.094978,0.4586,50
car_door_45,2,11,6,KNN,75,-14.033333,0.03,50
car_door_45,2,11,2,GBSA,85,1.282795,0.0878,50
car_door_45,2,11,1,RSF,55,98.669769,0.2431,50
car_door_45,2,11,3,DEEPSURV,65,65.0,0.0557,50
car_door_45,2,11,8,MTLR,50,0.974023,0.3461,50
car_door_45,3,21,2,GBSA,50,0.217129,0.3929,40
car_door_45,3,21,5,WEIBULLAFT,50,-11.772807,0.4696,39
car_door_45,3,21,7,ELASTICNET,95,0.228317,-0.0188,46
car_door_45,3,21,6,KNN,60,-19.68,0.1261,50
car_door_45,3,21,4,SSVM,50,-2.741139,0.258,48
car_door_45,3,21,0,COX,60,1.095335,0.0737,50
car_door_45,3,21,1,RSF,90,117.49319,0.023,50
car_door_45,3,21,3,DEEPSURV,60,60.0,0.1425,48
car_door_45,3,21,8,MTLR,50,0.943322,0.0247,50
car_door_45,4,31,6,KNN,60,-19.44,0.2328,40
car_door_45,4,31,4,SSVM,95,-2.470882,0.0424,38
car_door_45,4,31,2,GBSA,50,0.159693,0.068,40
car_door_45,4,31,5,WEIBULLAFT,65,-12.401582,0.3485,44
car_door_45,4,31,0,COX,80,1.102295,0.0813,50
car_door_45,4,31,7,ELASTICNET,50,0.018585,0.419,50
car_door_45,4,31,1,RSF,50,98.43605,0.3136,50
car_door_45,4,31,3,DEEPSURV,95,95.0,0.0458,50
car_door_45,4,31,8,MTLR,95,0.999867,-0.0463,50
car_door_45,5,41,6,KNN,90,-13.313333,0.0851,42
car_door_45,5,41,7,ELASTICNET,60,0.117417,0.2834,42
car_door_45,5,41,1,RSF,50,71.722105,0.1356,40
car_door_45,5,41,2,GBSA,55,0.347755,0.5544,40
car_door_45,5,41,5,WEIBULLAFT,60,-11.895569,0.1987,41
car_door_45,5,41,4,SSVM,50,-2.976069,0.3062,47
car_door_45,5,41,0,COX,50,1.06583,0.1008,50
car_door_45,5,41,3,DEEPSURV,55,55.0,0.5251,50
car_door_45,5,41,8,MTLR,85,0.97846,-0.0406,50
car_door_45,6,51,6,KNN,70,-16.973333,0.1827,40
car_door_45,6,51,1,RSF,75,92.16119,0.155,40
car_door_45,6,51,2,GBSA,50,0.201805,0.2252,40
car_door_45,6,51,5,WEIBULLAFT,75,-10.691573,0.2205,39
car_door_45,6,51,7,ELASTICNET,70,0.143602,0.2437,50
car_door_45,6,51,4,SSVM,55,-3.464224,0.2697,48
car_door_45,6,51,0,COX,60,1.087164,0.2504,50
car_door_45,6,51,3,DEEPSURV,50,50.0,-0.094,50
car_door_45,6,51,8,MTLR,80,0.957595,0.1216,50
car_door_45,7,61,6,KNN,50,-18.2,0.1996,40
car_door_45,7,61,4,SSVM,65,-3.118275,0.3643,38
car_door_45,7,61,5,WEIBULLAFT,50,-13.599011,0.0,38
car_door_45,7,61,0,COX,55,1.081432,0.2273,50
car_door_45,7,61,7,ELASTICNET,90,0.199989,0.0287,50
car_door_45,7,61,1,RSF,70,103.339691,-0.0013,50
car_door_45,7,61,2,GBSA,85,1.447236,0.1163,50
car_door_45,7,61,3,DEEPSURV,50,50.0,0.1099,50
car_door_45,7,61,8,MTLR,50,0.953738,0.0872,50
car_door_45,8,71,7,ELASTICNET,95,0.169517,-0.0098,40
car_door_45,8,71,6,KNN,70,-18.026667,0.2568,40
car_door_45,8,71,4,SSVM,50,-4.416733,0.1074,39
car_door_45,8,71,1,RSF,50,81.7575,0.1663,40
car_door_45,8,71,2,GBSA,80,1.436674,0.0533,40
car_door_45,8,71,0,COX,55,1.071478,0.1147,49
car_door_45,8,71,5,WEIBULLAFT,80,-11.334392,0.1306,47
car_door_45,8,71,3,DEEPSURV,50,50.0,-0.0213,42
car_door_45,8,71,8,MTLR,60,0.98296,0.1642,49
car_door_45,9,81,7,ELASTICNET,50,0.013517,0.1124,40
car_door_45,9,81,2,GBSA,95,2.441103,-0.0689,42
car_door_45,9,81,0,COX,85,1.188339,0.0294,50
car_door_45,9,81,4,SSVM,50,-3.863844,0.4465,47
car_door_45,9,81,6,KNN,70,-15.0,0.1801,50
car_door_45,9,81,5,WEIBULLAFT,50,-14.878956,0.0486,48
car_door_45,9,81,1,RSF,50,89.964279,0.3415,50
car_door_45,9,81,3,DEEPSURV,85,85.0,0.0883,40
car_door_45,9,81,8,MTLR,80,0.966847,0.1597,50
