instance,run,cohort_rank,relative_gain
concentricCircles4,run-1783974319_i0,0.30434782608695654,0.14584475854665896
concentricCircles4,run-1783974319_i0,0.75,0.22448630551409782
concentricCircles4,run-1783974319_i0,0.7692307692307693,0.24929917225578466
concentricCircles4,run-1783974319_i0,0.0,0.08970856448058362
concentricCircles4,run-1783974319_i0,1.0,0.27882007098215894
concentricCircles4,run-1783974319_i0,0.34615384615384615,0.2090430046294335
concentricCircles4,run-1783974319_i0,0.0,0.0
concentricCircles4,run-1783974319_i0,0.8095238095238095,0.27071055509794195
concentricCircles4,run-1783974319_i0,1.0,0.28283522082528617
concentricCircles4,run-1783974319_i0,0.9130434782608695,0.25990914529161874
concentricCircles4,run-1783974319_i0,0.24,0.1490805200309081
concentricCircles4,run-1783974319_i0,0.6538461538461539,0.22552645806136848
concentricCircles4,run-1783974319_i0,0.4444444444444444,0.1846772407448422
concentricCircles4,run-1783974319_i0,0.0,0.09379501588030092
concentricCircles4,run-1783974319_i0,0.5909090909090909,0.20170441637034037
concentricCircles4,run-1783974319_i0,0.7272727272727273,0.2274446315666033
concentricCircles4,run-1783974319_i0,0.4642857142857143,0.24651835801846195
concentricCircles4,run-1783974319_i0,0.3181818181818182,0.15213408463906425
concentricCircles4,run-1783974319_i0,0.08,0.10856229130414345
concentricCircles4,run-1783974319_i0,0.6190476190476191,0.21107853110725466
concentricCircles4,run-1783974319_i0,0.3888888888888889,0.19220377092278315
concentricCircles4,run-1783974319_i0,0.2727272727272727,0.14824629999710373
concentricCircles4,run-1783974319_i0,0.24,0.16754519284066727
concentricCircles4,run-1783974319_i0,0.6923076923076923,0.21658808939068247
concentricCircles4,run-1783974319_i0,0.34615384615384615,0.13944590133248674
concentricCircles4,run-1783974319_i0,0.75,0.23784809962549722
concentricCircles4,run-1783974319_i0,1.0,0.3337823134978489
concentricCircles4,run-1783974319_i0,0.7727272727272727,0.20108080376229157
concentricCircles4,run-1783974319_i0,0.6111111111111112,0.18756124097012453
concentricCircles4,run-1783974319_i0,0.7777777777777778,0.23156126418673437
concentricCircles4,run-1783974319_i0,1.0,0.6425477759586148
concentricCircles4,run-1783974319_i0,0.09523809523809523,0.11651954697954907
concentricCircles4,run-1783974319_i0,0.5,0.21207492656937763
concentricCircles4,run-1783974319_i0,0.2,0.1635574875956493
concentricCircles4,run-1783974319_i0,0.07692307692307693,0.06410253873986872
concentricCircles4,run-1783974319_i0,0.05555555555555555,0.06365782872738053
concentricCircles4,run-1783974319_i0,0.6,0.18317511876377085
concentricCircles4,run-1783974319_i0,0.9259259259259259,0.3039031101532372
